drugbank_id	category	mesh_id
DB04957	Anti-Arrhythmia Agents		
DB04959	Antineoplastic Agents		
DB04960	Antineoplastic Agents		
DB04961	Antineoplastic Agents		
DB04961	Anti-HIV Agents		
DB04962	Diagnostic Agents		
DB04963	Vaccines		
DB04964	Antineoplastic Agents		
DB04967	Antineoplastic Agents		
DB04967	Schistosomicides		
DB04969	Antineoplastic Agents		
DB04972	Antineoplastic Agents		
DB04973	Antineoplastic Agents		
DB04975	Antineoplastic Agents		
DB04977	Antineoplastic Agents		
DB04978	Antineoplastic Agents		
DB04979	Antineoplastic Agents		
DB04982	Antineoplastic Agents		
DB04982	Anticonvulsants		
DB04985	Antineoplastic Agents		
DB04986	Vaccines		
DB04987	Anti-Bacterial Agents		
DB04988	Antineoplastic Agents		
DB04989	Vaccines		
DB04996	Antineoplastic Agents		
DB05013	Antineoplastic Agents		
DB05014	Antineoplastic Agents		
DB05015	Antineoplastic Agents		
DB05015	Histone Deacetylase Inhibitors		
DB05076	Antineoplastic Agents		
DB05076	Anticarcinogenic Agents		
DB05088	Enzyme Inhibitors		
DB05088	Angiogenesis Inhibitors		
DB05088	Chelating Agents		
DB05100	Matrix Metalloproteinase Inhibitors		
DB05109	Antineoplastic Agents, Alkylating		
DB05121	Antineoplastic Agents		
DB05210	Antineoplastic Agents		
DB05213	Antineoplastic Agents		
DB05216	Antineoplastic Agents		
DB05217	Antineoplastic Agents		
DB05218	Immunosuppressive Agents		
DB05219	Antipsoriatic Agents		
DB05220	Antineoplastic Agents		
DB05222	Anti-Bacterial Agents		
DB05223	Antineoplastic Agents		
DB05224	Anti-Bacterial Agents		
DB05227	Antithrombins		
DB05228	Reverse Transcriptase Inhibitors		
DB05232	Poisons		
DB05232	Sodium Channel Blockers		
DB05233	Contraceptive Agents		
DB05235	Hormone Replacement Agents		
DB05237	Immunosuppressive Agents		
DB05238	Antineoplastic Agents		
DB05239	Antineoplastic Agents		
DB05240	Antineoplastic Agents		
DB05241	Antineoplastic Agents		
DB05243	Antineoplastic Agents		
DB05245	Anti-Bacterial Agents		
DB05245	Anti-Infective Agents, Local		
DB05245	Sulfonamides		
DB05245	Antibiotics, Topical		
DB05246	Anticonvulsants		
DB05246	Succinimides		
DB05258	Antineoplastic Agents		
DB05259	Adjuvants, Immunologic		
DB05259	Immunosuppressive Agents		
DB05262	Enzyme Inhibitors		
DB05266	Platelet Aggregation Inhibitors		
DB05266	Phosphodiesterase Inhibitors		
DB05266	Bronchodilator Agents		
DB05266	Vasodilator Agents		
DB05271	Antidyskinetics		
DB05305	Antineoplastic Agents		
DB05306	Antianginal Agents		
DB05318	Sensory System Agents		
DB05332	Colony-Stimulating Factors		
DB05332	Thrombopoietic Agents		
DB05351	Enzyme Inhibitors		
DB05351	Anti-Ulcer Agents		
DB05351	Anti-Infective Agents		
DB05382	Trace Elements		
DB05384	Tissue Adhesives		
DB05395	Adrenergic beta-Agonists		
DB05528	Anticholesteremic Agents		
DB05528	Hypolipidemic Agents		
DB05528	Oligodeoxyribonucleotides, Antisense		
DB05630	Antineoplastic Agents		
DB05651	Antineoplastic Agents		
DB05651	Histone Deacetylase Inhibitors		
DB05659	Anti-Bacterial Agents		
DB05675	Contrast Media		
DB05675	Diagnostic Agents		
DB05692	Platelet Aggregation Inhibitors		
DB05708	Nicotinic Agonists		
DB05712	Antithrombins		
DB05713	Antithrombins		
DB05719	Antineoplastic Agents		
DB05722	Antineoplastic Agents		
DB05773	Antineoplastic Agents		
DB05773	Tubulin Modulators		
DB05773	Monoclonal antibodies		
DB05830	Contraceptives, Postcoital, Hormonal		
DB06144	Antipsychotic Agents		
DB06147	Anti-Infective Agents		
DB06148	Antidepressive Agents, Second-Generation		
DB06148	Serotonin Antagonists		
DB06148	Histamine H1 Antagonists		
DB06148	Adrenergic alpha-Antagonists		
DB06149	Anti-Bacterial Agents		
DB06150	Anti-Infective Agents		
DB06151	Antiviral Agents		
DB06151	Free Radical Scavengers		
DB06151	Expectorants		
DB06168	Anti-Inflammatory Agents		
DB06168	Monoclonal antibodies		
DB06186	Antineoplastic Agents		
DB06186	Monoclonal antibodies		
DB06193	Antineoplastic Agents		
DB06193	Topoisomerase II Inhibitors		
DB06196	Anti-Inflammatory Agents, Non-Steroidal		
DB06196	Adrenergic beta-Antagonists		
DB06203	Dipeptidyl-Peptidase IV Inhibitors		
DB06203	Antidiabetic Agents		
DB06207	Adrenergic alpha-1 Receptor Antagonists		
DB06209	Platelet Aggregation Inhibitors		
DB06210	Thrombopoietic Agents		
DB06212	Vasopressin receptor antagonists		
DB06213	Diagnostic Agents		
DB06218	Anticonvulsants		
DB06255	Bone Density Conservation Agents		
DB06262	Antiparkinson Agents		
DB06271	Antithrombins		
DB06271	Fibrinolytic Agents		
DB06271	Hypoglycemic Agents		
DB06271	Anticoagulants		
DB06271	Hypolipidemic Agents		
DB06285	Bone Density Conservation Agents		
DB06288	Antipsychotic Agents		
DB06288	Dopamine Antagonists		
DB06290	Protease Inhibitors		
DB06292	sodium-glucose cotransporter 2 inhibitor 		
DB06335	Dipeptidyl-Peptidase IV Inhibitors		
DB06335	Antidiabetic Agents		
DB06366	Monoclonal antibodies		
DB06372	Immunosuppressive Agents		
DB06402	Anti-Bacterial Agents		
DB06414	Reverse Transcriptase Inhibitors		
DB06439	Surface-Active Agents		
DB06439	Detergents		
DB06590	Cephalosporins		
DB06590	Antibiotics		
DB06594	Antidepressive Agents		
DB06637	Potassium Channel Blockers		
DB06643	Bone Density Conservation Agents		
DB06643	Monoclonal antibodies		
DB06674	Antipsoriatic Agents		
DB06674	Monoclonal antibodies		
DB06674	TNF inhibitor		
DB06681	Antirheumatic Agents		
DB06681	Immunosuppressive Agents		
DB06684	Serotonin Uptake Inhibitors		
DB06684	Serotonin Receptor Agonists		
DB06684	Antidepressive Agents		
DB06689	Sclerosing Solutions		
DB06691	Anti-Allergic Agents		
DB06691	Histamine H1 Antagonists		
DB06691	Histamine Antagonists		
DB06692	Hemostatics		
DB06692	Serine Proteinase Inhibitors		
DB06692	Trypsin Inhibitors		
DB06693	Antifungal Agents		
DB06693	Anti-Bacterial Agents		
DB06693	Anticholesteremic Agents		
DB06693	Hydroxymethylglutaryl-CoA Reductase Inhibitors		
DB06694	Nasal Decongestants		
DB06695	Antithrombins		
DB06696	Anti-Infective Agents		
DB06696	Aminoglycosides		
DB06696	Antibiotics		
DB06697	Antifungal Agents		
DB06697	Antimalarials		
DB06697	Antiprotozoal Agents		
DB06697	Coccidiostats		
DB06697	Schistosomicides		
DB06698	Antiemetics		
DB06699	Gonadotropin-releasing hormone antagonist		
DB06700	Serotonin Uptake Inhibitors		
DB06700	Neurotransmitter Uptake Inhibitors		
DB06700	Antidepressive Agents		
DB06702	Muscarinic Antagonists		
DB06702	Anti-Incontinence Agents		
DB06702	Antispasmodics		
DB06702	Muscle Relaxants, Genitourinary		
DB06703	Contrast Media		
DB06704	Diagnostic Agents		
DB06705	Contrast Media		
DB06705	Diagnostic Agents		
DB06708	Antimalarials		
DB06710	Antineoplastic Agents, Hormonal		
DB06710	Anabolic Agents		
DB06710	Hormone Replacement Agents		
DB06711	Sympathomimetics		
DB06713	Contraceptive Agents		
DB06713	Contraceptives, Oral, Combined		
DB06716	Hypnotics and Sedatives		
DB06718	Steroids		
DB06720	Enzymes		
DB06723	Antacids		
DB06724	Antacids		
DB06725	Anti-Inflammatory Agents, Non-Steroidal		
DB06726	Adrenergic beta-Antagonists		
DB06727	Oxytocics		
DB06727	Anti-Arrhythmia Agents		
DB06728	Carcinogens		
DB06729	Anti-Bacterial Agents		
DB06729	Anti-Infective Agents		
DB06729	Sulfonamides		
DB06730	Contraceptives, Oral, Synthetic		
DB06730	Progestins		
DB06732	Enzyme Inhibitors		
DB06738	Analgesics, Opioid		
DB06738	Excitatory Amino Acid Antagonists		
DB06742	Expectorants		
DB06750	Central Nervous System Agents		
DB06751	Analgesics		
DB06751	Vasodilator Agents		
DB06751	Parasympatholytics		
DB06766	Anti-Inflammatory Agents		
DB06766	Histamine H1 Antagonists		
DB06768	Antipruritics		
DB06770	Anesthetics, Local		
DB06770	Pediculicides		
DB06771	Quinolones		
DB06771	Antibiotics		
DB06772	Antineoplastic Agents		
DB06777	Gastrointestinal Agents		
DB06777	Cathartics		
DB06779	Antithrombins		
DB06779	Fibrinolytic Agents		
DB06779	Anticoagulants		
DB06779	Heparins		
DB06781	Anti-Inflammatory Agents		
DB06781	Glucocorticoids		
DB06781	Corticosteroids		
DB06782	Chelating Agents		
DB06800	Narcotic Antagonists		
DB06802	Anti-Inflammatory Agents		
DB06802	Anti-Inflammatory Agents, Non-Steroidal		
DB06802	Prodrugs		
DB06804	Contraceptive Agents		
DB06809	Anti-HIV Agents		
DB06809	Hematopoietic Agents		
DB06810	Protein Synthesis Inhibitors		
DB06810	Nucleic Acid Synthesis Inhibitors		
DB06810	Antibiotics, Antineoplastic		
DB06810	Fluorescent Dyes		
DB06811	Sclerosing Solutions		
DB06811	Detergents		
DB06817	Anti-HIV Agents		
DB06822	Antithrombins		
DB06822	Heparins		
DB08792	Amebicides		
DB08794	Anticoagulants		
DB08795	Anti-Bacterial Agents		
DB08795	Penicillins		
DB08796	Antitussive Agents		
DB08797	Anti-Inflammatory Agents, Non-Steroidal		
DB08798	Anti-Bacterial Agents		
DB08798	Anti-Infective Agents		
DB08799	Anti-Allergic Agents		
DB08799	Histamine H1 Antagonists		
DB08799	Histamine Antagonists		
DB08800	Histamine H1 Antagonists		
DB08800	Histamine Antagonists		
DB08801	Anti-Allergic Agents		
DB08801	Antipruritics		
DB08801	Histamine H1 Antagonists		
DB08801	Cholinergic Antagonists		
DB08801	Histamine Antagonists		
DB08802	Antipruritics		
DB08802	Histamine Antagonists		
DB08804	Anabolic Agents		
DB08805	Anti-Ulcer Agents		
DB08805	Histamine H2 Antagonists		
DB08806	Anti-Ulcer Agents		
DB08806	Histamine H2 Antagonists		
DB08808	Antihypertensive Agents		
DB08808	Anti-Arrhythmia Agents		
DB08808	Adrenergic beta-Antagonists		
DB08811	Antidepressive Agents		
DB08811	Benzodiazepines		
DB08813	Antithrombins		
DB08814	Antithrombins		
DB08814	Platelet Aggregation Inhibitors		
DB08816	Platelet Aggregation Inhibitors		
DB08818	Adjuvants, Immunologic		
DB08818	Viscosupplements		
DB08819	Prostaglandins, Synthetic		
DB08819	Ophthalmics		
DB08822	Angiotensin Receptor Antagonists		
DB08823	Insecticides		
DB08823	Antiscabies Agents		
DB08824	Diagnostic Agents		
DB08826	Chelating Agents		
DB08826	Iron Chelating Agents		
DB08827	Hypolipidemic Agents		
DB08830	Vitamins		
DB08831	Antineoplastic Agents		
DB08831	Antiviral Agents		
DB08831	Antimetabolites		
DB08831	Diagnostic Agents		
DB08834	Antiviral Agents		
DB08834	Cholagogues and Choleretics		
DB08834	Cholesterol Absorption Inhibitors		
DB08835	Mast Cell Stabilizers		
DB08836	Angiotensin-Converting Enzyme Inhibitors		
DB08836	Antihypertensive Agents		
DB08837	Potassium Channel Blockers		
DB08842	Vitamin B Complex		
DB08842	Nootropic Agents		
DB08844	Antioxidants		
DB08846	Antineoplastic Agents		
DB08860	Hypolipidemic Agents		
DB08865	Protein Kinase Inhibitors		
DB08871	Microtubule Inhibitors		
DB08874	Antibiotics		
DB08876	Enzymes		
DB08878	Folic Acid Antagonists		
DB08879	Monoclonal antibodies		
DB08882	Dipeptidyl-Peptidase IV Inhibitors		
DB08882	Antidiabetic Agents		
DB08884	Contrast Media		
DB08884	Diagnostic Agents		
DB08885	Antineoplastic Agents		
DB08885	Ophthalmics		
DB08886	Enzymes		
DB08887	Hypolipidemic Agents		
DB08888	Ophthalmics		
DB08889	Antineoplastic Agents		
DB08893	Muscle Relaxants, Genitourinary		
DB08894	Colony-Stimulating Factors		
DB08894	Hematopoietic Agents		
DB08896	Antineoplastic Agents		
DB08897	Muscarinic Antagonists		
DB08897	Antispasmodics		
DB08898	Enzymes		
DB08899	Antineoplastic Agents		
DB08902	Anti-Infective Agents		
DB08902	Monoclonal antibodies		
DB08903	Antitubercular Agents		
DB08904	TNF inhibitor		
DB08905	Antineoplastic Agents		
DB08905	Aromatase Inhibitors		
DB08905	Steroids		
DB08906	Corticosteroids		
DB08907	Antidiabetic Agents		
DB08908	Dermatologic Agents		
DB08908	Immunosuppressive Agents		
DB08908	Radiation-Sensitizing Agents		
DB08909	Ammonia Detoxicants		
DB08910	Immunosuppressive Agents		
DB08913	Diagnostic Agents		
DB08914	Hypoglycemic Agents		
DB08914	Antidiabetic Agents		
DB08917	Iron Preparations		
DB08918	Serotonin Uptake Inhibitors		
DB08932	Vasodilator Agents		
DB08933	Antifungal Agents		
DB08934	Antiviral Agents		
DB08935	Antineoplastic Agents		
DB08936	Anti-Allergic Agents		
DB08936	Histamine H1 Antagonists		
DB08936	Histamine Antagonists		
